OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Shape__Area,Shape__Length
37,Jefferson,Alabama,AL,01,01073,2.42441528807758,1063.55,25.7849234036099,16.1,3.7,110.2885,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01073.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,7012,170,12719,12341,16767,22826,34493,4768,3816,393,92,659300,103604,11655,55013,0,0,55545,1124,0,519604,99146,266,0,659892,330862,280748,1265,10169,206,1465,10129,25048,342591,281702,1564,10250,215,12398,11172,659892,126616,84544,95193,41827,659892,634844,254393,57319,266,313,214,189,343,201,76,189,277,142,270,145,177,157,4204017746.08594,348633.466329551
38,Lamar,Alabama,AL,01,01075,1.12359550561798,642.88,7.22334585379948,17.4,3.8,82.0673,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01075.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,89,1,0,0,0,0,0,0,0,0,0,13844,2374,218,40936,0,0,0,0,0,519604,0,0,0,13933,11981,1558,0,0,0,107,69,218,12187,1558,0,0,0,119,69,13933,2512,1528,1472,1358,13933,13715,5483,1580,0,2,0,6,1,0,2,1,2,0,4,0,0,1,2275830535.9375,206326.888614325
39,Lauderdale,Alabama,AL,01,01077,1,649.44,6.4944202106357,14,4.2,97.6464,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01077.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,600,6,2203,2398,3085,4844,5346,263,233,36,6,92387,12645,1766,48707,0,0,55545,1124,0,519604,17876,23,0,92585,78501,9183,417,612,61,109,1290,2412,80561,9364,417,612,61,179,1391,92585,15151,14005,10896,7686,92585,90173,34657,10190,23,9,13,18,23,13,5,6,1,16,16,13,34,18,2778038441.96875,282246.181729759
40,Lawrence,Alabama,AL,01,01079,0,443,0,19.3,4.2,88.0275,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01079.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,146,0,529,647,1022,1488,2101,98,43,6,2,32957,6297,583,43909,0,0,55545,1124,0,519604,5787,10,0,33171,25390,3615,1878,44,24,0,1513,707,25942,3627,1878,44,24,5,1651,33171,6051,3725,3969,2198,33171,32464,13639,3589,10,11,4,4,4,4,-1,2,1,2,5,-1,1,3,2742017746.05078,234753.283364298
41,Lee,Alabama,AL,01,01081,2.24650880388585,1004.63,22.5690949792913,19,3.6,98.1075,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:42:44 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01081.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1647,37,1573,1936,3117,4374,6739,314,299,20,10,163941,30075,2703,48937,0,0,55545,1124,0,519604,17739,51,0,159287,107395,36389,226,6475,0,295,2642,5865,111986,36675,226,6577,18,861,2944,159287,28481,35818,22867,6626,159287,153422,54382,11113,51,24,37,41,31,30,22,27,25,57,57,56,22,32,2253112955.54688,240321.291888384
42,Limestone,Alabama,AL,01,01083,0.451127819548872,691.46,3.11934618503961,11.4,3.5,130.0355,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01083.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,665,3,1427,1665,2312,4010,4309,102,97,18,6,96174,10633,1503,64863,0,0,55545,1124,0,519604,13723,26,0,93052,71554,12405,821,1163,0,1,1629,5479,75143,12468,853,1174,24,1662,1728,93052,17351,11407,12048,5404,93052,87573,38523,8319,26,17,26,22,49,7,17,6,14,15,37,20,6,9,2338427105.46875,207222.808712173
43,Lowndes,Alabama,AL,01,01085,4.47154471544715,4932.83,220.5734910768,25.1,7.3,68.1081,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01085.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,492,22,0,0,0,0,0,0,0,0,0,9974,2474,265,33973,0,0,0,0,0,519604,0,8,0,10236,2505,7586,13,0,0,0,62,70,2546,7601,13,0,0,0,76,10236,1933,1247,1257,782,10236,10166,3971,1046,8,3,1,0,1,1,6,0,5,4,5,0,1,1,2627174016.72656,276898.256290643
44,Macon,Alabama,AL,01,01087,4.05405405405405,1203.97,48.8095883724714,30.2,5.5,65.145,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:42:44 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01087.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,222,9,393,396,598,902,1253,143,143,0,0,18439,5031,427,32495,0,0,55545,1124,0,519604,3542,3,0,19054,2972,15583,43,50,0,9,69,328,3025,15740,63,50,0,107,69,19054,2795,4124,2059,1387,19054,18726,6534,2155,3,4,3,6,4,3,0,5,9,4,4,7,4,1,2234045693.32813,240398.698907387
45,Madison,Alabama,AL,01,01089,0.355029585798817,691.64,2.45553436520344,11.9,3.5,127.8142,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01089.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2535,9,5568,7254,8909,13019,16558,1241,1240,99,24,366519,42667,6220,63755,0,0,55545,1124,0,519604,51308,267,0,357560,232115,85293,1847,8992,307,1066,10646,17294,243835,86012,1975,9073,324,4500,11841,357560,65069,48706,49503,21731,357560,340266,142974,29577,267,149,136,76,287,66,63,61,71,88,167,47,36,25,3127386414.39063,290796.765315673
46,Marengo,Alabama,AL,01,01091,3.04709141274238,1893.42,57.6943249763978,24,5,75.646,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01091.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,361,11,356,578,709,942,1105,99,37,5,2,19066,4499,380,37733,0,0,55545,1124,0,519604,3690,7,0,19538,8791,10518,51,0,0,7,56,115,8855,10518,51,0,0,58,56,19538,3675,2340,2243,1643,19538,19423,7590,2047,7,2,10,12,10,3,5,10,0,2,1,13,9,4,3569092840.05859,315395.201757554
47,Marion,Alabama,AL,01,01093,4.53074433656958,1038.2,47.0382689917011,20.2,4.1,75.9548,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01093.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,309,14,684,596,1419,1657,1863,120,97,8,3,29763,5844,513,37887,0,0,55545,1124,0,519604,6219,19,0,29965,27559,1047,122,49,0,0,436,752,27886,1097,122,49,0,300,511,29965,5109,3502,3301,2699,29965,29213,11834,3520,19,15,8,22,4,5,3,9,5,5,8,3,3,3,2819615216.03516,229577.856528693
48,Marshall,Alabama,AL,01,01095,0.585365853658537,2132.99,12.4858233880282,18.3,3.4,92.6866,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01095.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2050,12,1523,1881,3135,4090,5312,150,150,20,7,96109,17341,1441,46233,0,0,55545,1124,0,519604,15941,70,1,95145,77297,2456,334,570,46,90,1391,12961,87887,2456,389,570,46,2096,1701,95145,19675,11826,11658,6539,95145,82184,36045,9402,70,54,22,38,51,45,46,13,9,22,58,85,42,42,2374771388.89063,270502.164676008
49,Mobile,Alabama,AL,01,01097,2.76625172890733,1223.18,33.8362855492475,20.8,4.7,87.404,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01097.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,5061,140,7031,7295,11239,15823,22262,1930,1524,246,31,413757,84539,8798,43598,0,0,55545,1124,0,519604,63650,157,0,414659,236987,146600,2872,8117,62,1315,6733,11973,243658,147434,2915,8117,62,5004,7469,414659,81409,55551,57210,25565,414659,402686,156839,38085,157,151,128,207,103,96,90,49,75,101,107,100,63,97,4443093039.07031,530612.450034575
50,Monroe,Alabama,AL,01,01099,1.11940298507463,1272.13,14.2402810082119,21.9,6.2,79.3007,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01099.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,268,3,581,555,581,1127,1216,94,49,8,2,21067,4560,442,39556,0,0,55545,1124,0,519604,4060,8,0,21512,11689,8774,346,120,0,0,281,302,11814,8927,346,120,0,24,281,21512,3967,2789,2239,1717,21512,21210,8457,2343,8,5,0,6,5,3,2,4,1,3,26,8,3,5,3703260883.07031,332329.449582466
51,Montgomery,Alabama,AL,01,01101,2.43531202435312,2037.09,49.6095462941226,20.1,4,99.5169,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01101.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,4599,112,3392,3999,6146,7608,11038,1204,1018,86,20,225763,43567,4219,49640,0,0,55545,1124,0,519604,32183,52,0,226941,78393,130513,283,6059,39,189,3716,7749,82862,130866,414,6104,56,2522,4117,226941,44853,32046,32995,13537,226941,219192,84864,18646,52,117,33,58,64,29,88,31,106,74,72,36,51,61,2903462267.54688,303619.870440914
52,Morgan,Alabama,AL,01,01103,0.357909806728704,1173.07,4.19854058729186,13.2,3.5,105.8459,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01103.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1397,5,2204,2623,3407,5089,6542,273,222,23,3,119089,15419,1983,52797,0,0,55545,1124,0,519604,19865,59,0,119122,90497,15141,713,775,48,89,2168,9691,95966,15228,740,775,48,4054,2311,119122,22404,14457,14623,8234,119122,109431,47773,11631,59,69,28,21,63,29,7,19,31,24,27,39,26,16,2287961617.42578,219378.991828454
53,Perry,Alabama,AL,01,01105,0.784313725490196,2789.93,21.8818380743982,35.3,6.5,53.7559,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01105.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,255,2,0,0,0,0,0,0,0,0,0,9140,2943,222,26814,0,0,0,0,0,519604,0,5,0,9486,2798,6569,6,21,0,3,0,89,2838,6588,6,21,0,33,0,9486,1678,1993,634,714,9486,9397,3417,1050,5,14,12,15,30,0,0,2,7,8,8,9,10,3,2651500890.07031,260114.502700752
54,Pickens,Alabama,AL,01,01107,2.15827338129496,1394.32,30.0932891965092,23.1,4.6,75.3513,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01107.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,278,6,0,0,0,0,0,0,0,0,0,19938,4177,356,37586,0,0,0,0,0,519604,0,4,0,20298,10925,8148,25,13,8,8,239,932,11362,8367,25,13,8,262,261,20298,3217,2516,2645,1592,20298,19366,8191,2137,4,5,7,7,11,6,2,1,8,5,5,6,7,6,3307318435.16797,265916.943157282
55,Pike,Alabama,AL,01,01109,1.04166666666667,1439.8,14.9979002939588,23.6,4.5,74.6958,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01109.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,480,5,503,521,1043,1368,1451,97,97,9,2,33338,7315,686,37259,0,0,55545,1124,0,519604,4886,1,0,33403,18765,12661,209,715,3,21,766,263,18960,12697,209,715,3,23,796,33403,5469,8676,3973,2067,33403,33140,10399,2819,1,7,5,8,7,0,15,8,9,3,10,8,3,1,2421559339.34766,256361.332687436
56,Randolph,Alabama,AL,01,01111,3.27272727272727,1210.12,39.6039603960396,19.7,4,81.2855,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:42:44 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01111.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,275,9,425,480,935,1272,1400,15,15,3,1,22725,4375,383,40546,0,0,55545,1124,0,519604,4512,12,0,22574,16991,4413,51,68,51,13,322,665,17443,4547,51,68,51,84,330,22574,4022,2814,2427,1840,22574,21909,8799,2672,12,5,10,4,16,12,7,3,6,-1,13,18,1,6,2170372668.36328,193166.852455697
57,Russell,Alabama,AL,01,01113,0,1233.97,0,21.7,4,78.3946,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:43:21 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01113.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,713,0,748,1067,1309,2059,2593,128,105,10,4,57781,12384,955,39104,0,0,55545,1124,0,519604,7776,27,0,58213,27354,24787,160,451,72,240,2029,3120,29256,24957,165,518,72,840,2405,58213,12089,7174,8903,3124,58213,55093,22271,4652,27,11,10,8,68,21,3,13,7,26,16,19,15,17,2353043282.25,249921.24671213
58,Shelby,Alabama,AL,01,01117,1.4172335600907,817.78,11.5897954169313,8,2.9,151.687,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01117.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1764,25,2710,3218,5458,7733,11006,286,246,32,6,215707,16916,3219,75663,0,0,55545,1124,0,519604,30125,73,0,211261,165058,25166,468,4249,47,471,3677,12125,169598,25455,468,4249,47,7515,3929,211261,41404,26435,26306,11386,211261,199136,86991,18739,73,49,85,48,95,57,23,50,57,51,67,27,26,38,3007059064.02344,301649.47308105
59,St. Clair,Alabama,AL,01,01115,0.501672240802676,674.26,3.38256849701206,12,3.5,114.8413,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01115.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,598,3,1190,1796,2359,3515,5031,40,40,6,2,88690,10432,1387,57284,0,0,55545,1124,0,519604,13891,54,0,87306,75109,8212,285,700,8,0,903,2089,76224,8252,315,737,8,689,1081,87306,16578,10030,11293,5345,87306,85217,35514,8546,54,31,29,15,29,24,14,20,16,19,28,15,12,15,2452311406.03125,293426.689179112
60,Sumter,Alabama,AL,01,01119,4.37710437710438,2340.24,102.434796312347,34.7,5.9,55.8509,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01119.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,297,13,247,414,353,568,616,33,33,6,0,12691,4076,281,27859,0,0,55545,1124,0,519604,2198,5,0,12985,3201,9345,8,338,0,51,29,13,3201,9346,8,338,0,59,33,12985,2056,3071,1154,1014,12985,12972,4506,1184,5,1,4,2,0,0,0,0,1,0,5,3,1,1,3341662200.07813,368580.424529434
61,Talladega,Alabama,AL,01,01121,1.67865707434053,522.37,8.76885303402315,19.3,4.3,83.4586,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01121.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,417,7,1403,1628,2409,3554,4763,290,207,14,4,79828,14825,1497,41630,0,0,55545,1124,0,519604,13757,16,0,80565,50655,25992,301,450,28,70,1251,1818,51720,26010,345,470,28,678,1314,80565,14137,10306,9849,5440,80565,78747,32516,8317,16,12,22,18,16,10,6,8,6,3,18,15,10,12,2831456477.36328,326831.604748
62,Tallapoosa,Alabama,AL,01,01123,10.952380952381,1555.67,170.382991332691,19.7,4.2,84.6114,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01123.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,630,69,850,1069,1320,2479,2556,127,80,14,2,40497,7839,744,42205,0,0,55545,1124,0,519604,8274,0,0,40636,28000,11012,130,155,0,0,385,954,28251,11145,130,155,0,555,400,40636,7078,4976,4290,3239,40636,39682,16018,5035,0,2,3,9,10,2,-1,14,3,5,11,9,3,4,2821568403.29688,265468.528635669
63,Tuscaloosa,Alabama,AL,01,01125,1.9321910317171,1313,25.369655020559,16.8,3.7,105.3648,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01125.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2743,53,2918,2943,4392,6725,8707,1003,804,57,33,208911,33330,3714,52557,0,0,55545,1124,0,519604,25685,53,0,206213,127767,65058,283,3282,73,114,2199,7437,132877,65260,393,3302,73,1983,2325,206213,36017,42642,30419,10253,206213,198776,71450,15432,53,58,46,42,162,36,25,33,62,38,81,58,85,39,5022303369.25391,348567.975643885
64,Walker,Alabama,AL,01,01127,2.87511230907457,1746.95,50.2268054182166,17.9,4.2,91.0848,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01127.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1113,32,1216,1406,2275,3549,3578,267,207,12,4,63711,11231,1068,45434,0,0,55545,1124,0,519604,12024,38,0,64493,57475,3954,55,309,0,80,1075,1545,58547,4007,109,319,0,338,1173,64493,11825,7694,7589,4897,64493,62948,25361,7127,38,14,5,5,33,33,7,39,25,9,34,4,24,16,3025830355.78906,286959.258598302
65,Washington,Alabama,AL,01,01129,5.92105263157895,928.07,54.9517645622176,17.6,5.8,89.06,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01129.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,152,9,175,414,583,863,1003,25,15,3,1,16378,2846,389,44424,0,0,55545,1124,0,519604,3038,4,1,16643,10835,4086,1218,62,0,0,260,182,11003,4086,1227,62,0,5,260,16643,2927,2247,1696,1172,16643,16461,6735,1866,4,7,5,9,6,3,7,2,4,1,2,2,2,0,3881916292.94141,314239.168221767
66,Wilcox,Alabama,AL,01,01131,2.53968253968254,2964.15,75.2799473040369,33.4,9.6,50.8911,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01131.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,315,8,238,329,266,445,707,30,21,4,0,10627,3504,262,25385,0,0,55545,1124,0,519604,1985,12,0,10809,2901,7511,11,0,0,0,316,70,2903,7511,22,0,0,57,316,10809,2093,1512,1161,833,10809,10739,4058,1152,12,0,4,3,1,1,0,3,1,1,5,4,2,0,3275481180.20703,312699.18899871
67,Winston,Alabama,AL,01,01133,1.61812297734628,1306,21.1327134404057,18.6,4.2,82.5084,2.0235844810514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01133.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,309,5,532,543,967,1467,1518,49,49,4,2,23660,4338,410,41156,0,0,55545,1124,0,519604,5027,10,0,23875,22428,90,93,31,9,0,490,734,23001,90,93,31,9,161,490,23875,4092,2599,2584,2042,23875,23141,9573,2985,10,3,4,3,12,11,3,5,4,8,9,4,4,3,2395356235.30078,201771.421927884
68,Aleutians East,Alaska,AK,02,02013,0,0,0,15.5,3,93.5511,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02013.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,3515,544,69,70081,0,0,0,0,0,146590,0,0,0,3425,515,117,1322,878,25,0,222,346,605,144,1349,878,25,159,265,3425,380,408,493,90,3425,3079,1842,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55553901017.7656,8032941.34106491
69,Aleutians West,Alaska,AK,02,02016,0,17.47,0,10,3.5,110.3068,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02016.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1,0,0,0,0,0,0,0,0,0,0,5723,550,128,82633,0,0,0,0,0,146590,0,0,0,5750,1389,246,634,2270,147,4,262,798,1699,246,651,2300,148,314,392,5750,839,804,998,75,5750,4952,2775,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25578230017.5078,6828028.66944874
70,Anchorage,Alaska,AK,02,02020,1.08108108108108,253.83,2.74406766870871,9.5,5.5,109.6126,1.10461338531514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02020.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,740,8,2626,3030,4338,7997,11501,1102,979,109,21,291538,27075,8348,82113,0,0,1539,17,0,146590,29492,35,0,296112,173209,15671,20443,27938,6694,800,24510,26847,186522,16439,21876,28445,6890,6813,29127,296112,61523,42595,51563,9994,296112,269265,110939,19498,35,34,30,22,22,20,12,18,22,32,21,15,17,22,18912867596.5781,888455.130596712
71,Bethel,Alaska,AK,02,02050,0,87.83,0,32.7,12.8,59.1414,1.10461338531514,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02050.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,16,0,71,134,188,391,500,50,34,6,1,18216,5869,945,44304,0,0,1539,17,0,146590,1284,2,0,18040,1794,119,14838,187,3,0,670,429,1986,119,14927,187,3,124,694,18040,5420,2943,2741,393,18040,17611,5652,891,2,1,1,0,1,0,0,0,0,1,1,0,0,0,454388308168.594,10713927.0810378
